customer_id,name,phone,city,state,zipcode,age,gender,marital_status,dependents,education_level,occupation,employment_status,annual_income,credit_score,existing_loans,avg_monthly_expense,vehicle_owner,vehicle_type,budget_per_month,customer_tenure_years,coverage_preferences,risk_tolerance,interest_tags
CUST_691807,Joseph Padilla,+1-281-354-4279x491,Dallas,Texas,75203,67,nonbinary,divorced,3,master,consultant,retired,34380,722,personal,3025.16,True,bike,307,7.4,"['life', 'auto']",High,"['retirement', 'education', 'family', 'vehicle']"
CUST_466960,Kelly Lee,992.342.9430x228,Miami,Florida,33101,25,nonbinary,married,2,bachelor,engineer,self-employed,54844,663,personal,4712.99,True,bike,242,7.6,"['auto', 'health']",Medium,"['education', 'family', 'vehicle']"
CUST_368690,Denise Lopez,+1-719-484-2627x9064,New York,New York,10003,24,nonbinary,single,0,high_school,student,student,21532,682,multiple,1516.75,True,car,342,6.9,['home'],High,"['education', 'vehicle']"
CUST_206851,Luis Wagner,224.632.4028x068,Seattle,Washington,98102,30,nonbinary,married,3,bachelor,salesperson,employed,80768,663,none,7662.64,False,none,394,6.9,"['home', 'auto']",Low,"['education', 'family']"
CUST_841666,Alison Harper,+1-821-800-1171x95108,Miami,Florida,33125,74,nonbinary,divorced,1,master,retired,retired,54913,811,car,4522.61,True,none,274,0.6,"['home', 'health']",Medium,"['retirement', 'family', 'vehicle']"
CUST_130094,Mr. Nathan Smith DDS,265.212.4813,New York,New York,10002,31,nonbinary,married,3,master,doctor,self-employed,58545,699,multiple,4143.7,True,car,144,3.1,"['life', 'home']",High,"['family', 'vehicle']"
CUST_824156,Nicholas Williams,534-293-4911x6734,Dallas,Texas,75202,31,female,single,0,master,technician,self-employed,48327,636,car,3355.67,True,none,197,1.3,"['home', 'auto']",Low,['vehicle']
CUST_384076,Jared Smith,(567)571-8519x606,Dallas,Texas,75203,65,female,married,1,master,retired,retired,34522,749,home,2871.57,True,none,288,5.0,"['home', 'auto']",High,"['retirement', 'education', 'family', 'vehicle']"
CUST_660081,James Adams,(750)489-2695,Chicago,Illinois,60602,34,male,married,2,bachelor,teacher,employed,68361,626,car,4992.4,False,none,368,6.2,['life'],Medium,"['travel', 'education', 'family', 'maternity']"
CUST_168517,Christian Conner,(826)491-9570,New York,New York,10002,22,male,single,0,bachelor,intern,employed,53446,712,multiple,3720.93,True,bike,325,3.7,['auto'],Medium,"['education', 'travel', 'vehicle']"
CUST_572398,Suzanne Reynolds,789-667-4780x6185,Dallas,Texas,75202,24,nonbinary,single,0,high_school,student,student,19888,582,car,1414.94,True,car,160,5.8,"['life', 'auto']",Medium,"['education', 'vehicle']"
CUST_722656,Mrs. Kimberly Edwards,(914)861-9890x87076,Dallas,Texas,75202,75,nonbinary,widowed,2,phd,retired,retired,26503,620,home,1798.28,True,bike,141,2.0,['health'],Low,"['retirement', 'education', 'family', 'vehicle']"
CUST_966785,Leslie Parsons,880.367.0927x05696,Dallas,Texas,75202,22,male,single,0,bachelor,assistant,employed,49329,711,car,3671.15,False,none,201,4.5,['life'],Medium,['education']
CUST_870214,Eric Santos,5218159247,New York,New York,10001,23,male,single,0,bachelor,sales trainee,employed,97560,744,car,9184.91,True,bike,356,5.6,"['health', 'auto']",Low,"['education', 'vehicle']"
CUST_195674,John Moon,363-869-7294,Chicago,Illinois,60603,36,male,single,0,bachelor,salesperson,self-employed,67764,710,home,6642.78,True,none,326,9.2,['home'],High,['vehicle']
CUST_639593,Amy Morgan,+1-718-868-0152x639,Dallas,Texas,75202,46,female,married,1,bachelor,technician,self-employed,56977,693,car,4230.43,True,bike,381,0.8,['auto'],Medium,"['travel', 'education', 'family', 'vehicle']"
CUST_130271,Tyler Murray,001-272-478-6622x9259,Seattle,Washington,98101,62,nonbinary,married,1,phd,consultant,retired,43709,681,personal,3333.21,True,car,204,3.0,['auto'],Medium,"['retirement', 'family', 'vehicle']"
CUST_678043,Monica Miller,+1-500-718-9599x7141,Miami,Florida,33130,71,male,widowed,2,phd,retired,retired,46738,611,none,4465.68,True,car,178,5.2,"['auto', 'life']",Medium,"['retirement', 'vehicle', 'family', 'maternity']"
CUST_664742,Matthew Hebert,+1-393-737-5536x71994,New York,New York,10002,32,nonbinary,married,1,bachelor,technician,self-employed,80638,656,personal,5780.49,True,none,236,8.3,"['auto', 'home']",High,"['travel', 'family', 'vehicle']"
CUST_138817,Tiffany Delacruz,+1-693-985-2253,Dallas,Texas,75202,41,nonbinary,divorced,2,master,manager,employed,71300,672,home,5544.76,False,none,310,0.9,"['home', 'life']",High,"['travel', 'family']"
CUST_853629,Adam Castaneda,(399)691-6751,New York,New York,10003,57,female,divorced,2,master,teacher,employed,58894,763,home,4887.51,True,bike,273,6.4,"['health', 'life']",High,"['travel', 'family', 'vehicle']"
CUST_493049,Jenny Bray,001-749-413-4803x50699,Seattle,Washington,98102,75,nonbinary,married,1,phd,consultant,retired,38833,720,none,2591.09,True,car,151,4.7,"['health', 'home']",Medium,"['retirement', 'vehicle', 'family', 'maternity']"
CUST_943718,Jessica Smith,506.534.4917x5889,Dallas,Texas,75201,35,nonbinary,married,3,bachelor,technician,employed,62946,594,personal,6055.5,True,car,354,9.2,['life'],Medium,"['family', 'vehicle']"
CUST_410244,Yvonne Wright,815.408.6092x505,Dallas,Texas,75202,63,nonbinary,married,2,phd,advisor,retired,39605,719,personal,3001.59,True,bike,254,2.4,"['home', 'health']",Low,"['retirement', 'education', 'family', 'vehicle']"
CUST_751051,Daniel Powell,888.832.8980x206,Miami,Florida,33125,21,nonbinary,single,0,high_school,student,student,34870,676,car,2540.46,False,none,217,6.3,"['life', 'auto']",Low,['education']
CUST_310548,Johnny Hernandez,+1-263-953-1553,Chicago,Illinois,60603,68,nonbinary,widowed,3,phd,consultant,retired,26367,659,none,1816.28,True,bike,117,6.0,['health'],Medium,"['retirement', 'education', 'family', 'vehicle']"
CUST_859396,Kelly Johnston,001-252-913-6547x678,New York,New York,10003,43,nonbinary,married,2,bachelor,technician,self-employed,89903,736,personal,6365.51,False,none,251,7.6,"['health', 'life']",Low,"['education', 'family']"
CUST_443939,Chelsea Stewart,+1-264-307-5018x5857,Miami,Florida,33125,74,nonbinary,married,2,master,retired,retired,55164,761,car,5195.36,True,none,234,6.1,"['health', 'auto']",Low,"['retirement', 'education', 'family', 'vehicle']"
CUST_575679,Erica Smith,309.980.0671x2488,San Jose,California,95101,61,male,divorced,2,phd,advisor,retired,46758,755,none,4418.06,False,none,255,10.0,['health'],Low,"['retirement', 'family', 'maternity']"
CUST_204180,Casey Ortiz,534.454.6188,Chicago,Illinois,60603,67,nonbinary,widowed,2,master,consultant,retired,26489,649,multiple,1869.57,True,bike,116,7.1,['home'],Medium,"['retirement', 'family', 'vehicle']"
CUST_681128,Maxwell Shaw,001-466-477-4402x9915,Miami,Florida,33125,54,nonbinary,married,2,bachelor,doctor,employed,99600,681,home,9523.48,True,none,110,1.0,"['life', 'health']",High,"['education', 'family', 'vehicle']"
CUST_116547,Angela Carson,909.329.7120x0465,New York,New York,10003,33,male,married,1,bachelor,technician,self-employed,86256,719,home,5781.18,True,car,156,6.8,['life'],Low,"['education', 'family', 'vehicle']"
CUST_774591,Brooke Flores,352-336-2607x37964,New York,New York,10002,23,male,single,0,high_school,sales trainee,employed,48330,758,car,3903.49,True,car,331,5.3,['auto'],Medium,"['education', 'vehicle']"
CUST_931621,Sheila Koch,001-560-742-0057x53009,Minneapolis,Minnesota,55414,50,female,married,1,master,manager,employed,50589,671,home,4357.15,True,bike,399,5.7,"['home', 'auto']",High,"['travel', 'education', 'family', 'vehicle']"
CUST_260053,Nichole Thompson,(720)923-1988x4891,Miami,Florida,33101,74,nonbinary,divorced,3,master,consultant,retired,49593,688,personal,3434.31,True,bike,304,4.5,['auto'],Medium,"['family', 'maternity', 'education', 'retirement', 'vehicle']"
CUST_797660,Betty Kennedy,990.200.9088,Miami,Florida,33125,24,male,single,0,bachelor,student,student,18164,633,car,1323.62,False,none,384,1.1,"['health', 'life']",Medium,['education']
CUST_986209,Joseph Rice,001-962-340-0316,Seattle,Washington,98102,75,nonbinary,married,2,master,advisor,retired,26789,628,home,2078.34,True,bike,214,8.5,"['auto', 'health']",Medium,"['retirement', 'family', 'vehicle']"
CUST_882354,Adrian Young,700.267.5589x055,San Jose,California,95112,59,nonbinary,divorced,1,master,freelancer,employed,63647,748,car,5599.6,False,none,279,0.6,['home'],Low,"['travel', 'education', 'family']"
CUST_534303,Rachel Smith,(321)374-8155x51519,San Jose,California,95101,44,female,married,1,master,doctor,self-employed,80910,781,multiple,5501.45,True,car,179,2.0,['health'],Medium,"['education', 'family', 'vehicle']"
CUST_621546,Brianna Patterson,5279317518,Chicago,Illinois,60601,68,nonbinary,married,2,master,retired,retired,58871,695,car,4735.0,True,bike,128,0.6,"['life', 'health']",Medium,"['family', 'maternity', 'education', 'retirement', 'vehicle']"
CUST_121869,Chad Hess,853.784.5026x38160,Miami,Florida,33125,31,male,married,3,master,engineer,employed,92044,760,none,6432.67,True,bike,139,8.7,"['home', 'auto']",High,"['vehicle', 'education', 'family', 'maternity']"
CUST_763984,Joseph Fuentes,(358)816-8506x3303,Chicago,Illinois,60601,71,nonbinary,married,3,bachelor,advisor,retired,48620,721,home,3418.55,True,bike,368,1.2,"['auto', 'health']",Medium,"['retirement', 'vehicle', 'family', 'maternity']"
CUST_691912,Allison Williams,385.421.8984x49140,Minneapolis,Minnesota,55419,52,male,widowed,2,bachelor,doctor,employed,53474,661,home,4982.57,True,car,138,2.2,"['home', 'auto']",High,"['education', 'family', 'vehicle']"
CUST_972097,Miguel Hayes,001-299-684-9322x090,Miami,Florida,33130,59,female,divorced,3,bachelor,doctor,self-employed,34475,721,car,2792.72,False,none,128,3.8,['auto'],Medium,"['education', 'family', 'maternity']"
CUST_849014,Michael Jones,753-613-4248x999,Chicago,Illinois,60601,61,male,divorced,3,master,shop owner,retired,58032,792,none,4543.84,True,none,196,3.6,"['life', 'health']",Medium,"['family', 'education', 'retirement', 'travel', 'vehicle']"
CUST_505341,Jacob Cunningham,001-877-352-3512x682,Minneapolis,Minnesota,55419,61,male,married,3,master,shop owner,retired,54345,697,home,4308.4,True,bike,298,4.4,"['health', 'auto']",High,"['retirement', 'education', 'family', 'vehicle']"
CUST_494976,Melissa Hamilton,890.886.2150,Chicago,Illinois,60602,66,nonbinary,widowed,3,master,consultant,retired,25341,793,home,1962.33,False,none,258,9.7,"['life', 'auto']",High,"['retirement', 'family']"
CUST_926403,Vicki Harrell,365-446-6034,Miami,Florida,33125,72,male,divorced,3,phd,retired,retired,47748,550,none,3806.91,True,car,209,3.7,"['life', 'health']",Low,"['family', 'maternity', 'education', 'retirement', 'vehicle']"
CUST_349068,Katelyn Camacho,+1-517-288-9772x55290,Minneapolis,Minnesota,55419,69,nonbinary,widowed,3,phd,retired,retired,42070,749,multiple,2925.19,True,bike,178,2.0,['home'],Low,"['retirement', 'education', 'family', 'vehicle']"
CUST_734035,Patrick Lucas,+1-379-432-7269x04649,Dallas,Texas,75203,38,nonbinary,married,1,bachelor,freelancer,self-employed,82993,705,home,5961.35,True,none,325,4.9,"['home', 'auto']",High,"['family', 'education', 'maternity', 'travel', 'vehicle']"
CUST_332823,Mr. Matthew Anderson,(990)233-9759x8929,New York,New York,10002,23,nonbinary,single,0,high_school,assistant,employed,107621,682,car,7549.26,True,car,239,4.8,['home'],Low,"['education', 'vehicle']"
CUST_829884,Heather Evans,001-340-842-4082x96085,Seattle,Washington,98102,42,male,married,2,master,freelancer,employed,90615,705,car,6052.04,True,bike,150,8.5,"['life', 'health']",Low,"['education', 'family', 'vehicle']"
CUST_932463,Tristan Bright,001-548-590-2167x079,Seattle,Washington,98101,68,nonbinary,married,3,bachelor,retired,retired,21245,580,home,1883.49,True,none,370,4.5,"['life', 'home']",Low,"['retirement', 'education', 'family', 'vehicle']"
CUST_478120,Jennifer Rodriguez,459-573-2841,San Jose,California,95110,24,male,single,0,high_school,junior developer,employed,107551,686,home,8353.32,True,car,280,2.8,"['life', 'auto']",High,"['education', 'travel', 'vehicle']"
CUST_870899,Derek Williams,(334)944-8978x756,Minneapolis,Minnesota,55419,54,nonbinary,divorced,3,bachelor,freelancer,self-employed,87234,721,personal,7063.1,False,none,229,7.6,"['health', 'life']",Low,['family']
CUST_143941,Jessica Myers,001-265-288-4619x05024,Seattle,Washington,98102,28,male,married,2,bachelor,technician,self-employed,75573,788,home,6098.21,False,none,132,7.3,"['health', 'life']",Low,"['education', 'family', 'maternity']"
CUST_295892,Michael Barnett,9763212507,Chicago,Illinois,60602,52,female,widowed,3,master,manager,employed,65048,668,none,5690.71,False,none,269,3.1,"['home', 'life']",High,"['travel', 'education', 'family']"
CUST_565471,Alan Meyers,+1-567-971-5352x4414,Dallas,Texas,75203,51,female,widowed,3,bachelor,doctor,self-employed,35172,651,home,2894.09,True,bike,152,1.3,"['auto', 'life']",High,"['vehicle', 'family', 'maternity']"
CUST_811027,Jessica Fritz,677.777.3373,Chicago,Illinois,60602,22,nonbinary,single,0,bachelor,assistant,employed,75986,669,none,5757.67,True,none,307,4.0,['health'],Low,"['education', 'vehicle']"
CUST_484774,Andrew Holmes,906.533.1231,Seattle,Washington,98102,22,male,single,0,bachelor,assistant,employed,90181,754,none,6115.07,True,none,330,9.5,"['home', 'health']",High,"['education', 'travel', 'vehicle']"
CUST_615060,Ronald Wright,586-932-8158,Dallas,Texas,75202,61,female,married,1,phd,retired,retired,32192,719,personal,2576.35,False,none,160,3.0,"['home', 'health']",High,"['retirement', 'education', 'family']"
CUST_348235,Miss Elizabeth Vargas,+1-428-876-6322x0241,New York,New York,10001,28,male,married,3,bachelor,manager,self-employed,73767,668,none,6284.93,True,bike,253,8.6,['auto'],High,"['education', 'family', 'vehicle']"
CUST_571832,Sabrina Young,434-703-4313x09263,Seattle,Washington,98102,21,female,single,0,bachelor,assistant,employed,112305,730,none,10546.2,True,bike,345,5.5,"['health', 'home']",Medium,"['education', 'vehicle']"
CUST_644103,Jamie Nelson,+1-227-218-5187x69686,Dallas,Texas,75203,53,female,married,3,bachelor,salesperson,employed,96704,705,none,7727.47,False,none,365,2.0,['life'],Medium,"['family', 'maternity']"
CUST_782759,Brandy Perez,(730)426-2496,Chicago,Illinois,60601,36,male,married,3,bachelor,doctor,self-employed,70267,758,multiple,5547.08,True,none,397,2.0,"['health', 'home']",Low,"['education', 'family', 'vehicle']"
CUST_853258,Taylor Charles PhD,627.843.5899,New York,New York,10003,46,nonbinary,divorced,2,master,salesperson,self-employed,61650,657,personal,5492.5,True,car,130,2.0,"['home', 'life']",Low,"['vehicle', 'education', 'family', 'maternity']"
CUST_267457,Vicki Adams,001-960-770-9948,Chicago,Illinois,60603,75,female,widowed,1,phd,advisor,retired,56808,680,home,5394.4,True,bike,330,2.9,['health'],Medium,"['retirement', 'travel', 'family', 'vehicle']"
CUST_983791,Teresa Miller,290.308.4514,Seattle,Washington,98102,56,nonbinary,married,1,master,manager,self-employed,87611,676,none,7590.16,True,bike,358,4.8,['life'],High,"['family', 'education', 'maternity', 'travel', 'vehicle']"
CUST_572230,Samantha Anderson,(961)751-8461,Miami,Florida,33130,50,female,married,1,bachelor,manager,self-employed,77677,612,personal,6566.72,True,bike,126,5.9,['auto'],High,"['education', 'family', 'vehicle']"
CUST_579187,Tamara Allen,983-450-9031x50376,Seattle,Washington,98103,37,nonbinary,married,1,bachelor,engineer,self-employed,54457,717,car,3896.89,True,bike,173,2.4,"['health', 'home']",Low,"['travel', 'education', 'family', 'vehicle']"
CUST_422623,Eric Clark,(313)359-4904x58321,New York,New York,10003,52,male,married,3,bachelor,doctor,self-employed,70402,715,car,5140.11,True,none,360,5.6,"['home', 'health']",Medium,"['family', 'education', 'maternity', 'travel', 'vehicle']"
CUST_119857,Sandra Schmidt,001-659-592-1815x2371,Seattle,Washington,98103,75,nonbinary,divorced,3,master,shop owner,retired,57910,700,none,4493.27,True,car,368,6.5,"['life', 'auto']",Low,"['family', 'education', 'retirement', 'travel', 'vehicle']"
CUST_855944,Maria Mcpherson,970.731.7103,Dallas,Texas,75202,46,male,married,1,master,manager,employed,58098,685,multiple,4613.36,True,none,344,5.5,"['life', 'home']",High,"['education', 'family', 'vehicle']"
CUST_934042,Aaron Day,001-399-993-7184,Miami,Florida,33130,71,nonbinary,married,2,bachelor,consultant,retired,38284,615,home,2993.17,False,none,252,7.8,['home'],Medium,"['retirement', 'education', 'family']"
CUST_384303,Aimee Parker,815-960-8389x676,Miami,Florida,33125,38,male,married,3,master,manager,self-employed,80663,674,car,5752.16,True,none,140,3.8,"['auto', 'home']",Medium,"['education', 'family', 'vehicle']"
CUST_908206,Anne Garcia,(459)714-9836x8295,San Jose,California,95112,37,male,single,0,bachelor,salesperson,employed,46653,679,multiple,3494.82,True,car,126,1.5,"['home', 'health']",High,['vehicle']
CUST_138105,Natasha Schwartz,(782)848-5645x87779,New York,New York,10001,55,male,married,2,bachelor,manager,self-employed,51048,651,none,4467.28,False,none,145,6.7,['health'],Low,"['education', 'family']"
CUST_446747,Terry Fisher,+1-550-943-8276x1973,Seattle,Washington,98102,70,female,married,3,bachelor,advisor,retired,20607,690,multiple,1793.17,True,bike,245,4.8,"['life', 'auto']",Medium,"['retirement', 'education', 'family', 'vehicle']"
CUST_360096,Samantha Chaney,3253514463,New York,New York,10003,49,nonbinary,married,1,master,teacher,self-employed,67210,724,home,5026.17,True,none,307,8.4,"['health', 'life']",High,"['travel', 'education', 'family', 'vehicle']"
CUST_331577,Patricia Hardy MD,+1-894-472-4522x504,Minneapolis,Minnesota,55401,44,male,married,2,master,doctor,employed,74282,813,home,5598.41,True,car,338,3.4,"['auto', 'home']",Low,"['travel', 'family', 'vehicle']"
CUST_630041,Daniel Allen,690-951-9711x99338,New York,New York,10001,50,male,married,3,master,doctor,self-employed,79633,710,home,6276.45,False,none,141,5.5,"['health', 'auto']",Low,"['education', 'family']"
CUST_122827,Joseph Garcia,001-830-730-2638x3720,New York,New York,10003,54,male,married,3,bachelor,manager,employed,116434,715,multiple,9356.53,True,car,332,1.8,"['home', 'auto']",Low,"['travel', 'family', 'vehicle']"
CUST_772687,Kara Lopez,001-852-435-8273x47528,Dallas,Texas,75202,72,male,widowed,3,bachelor,retired,retired,47767,695,none,4074.76,True,car,135,9.9,"['health', 'life']",Medium,"['family', 'maternity', 'education', 'retirement', 'vehicle']"
CUST_412856,Thomas Hodge,5003782218,Miami,Florida,33130,46,female,widowed,2,master,manager,self-employed,35259,584,multiple,2628.59,True,bike,160,2.2,"['life', 'auto']",Low,"['family', 'vehicle']"
CUST_804667,Joshua Meyer,208.259.5362,Dallas,Texas,75203,66,nonbinary,married,2,bachelor,consultant,retired,50187,698,car,4278.23,True,none,157,0.8,"['health', 'home']",Low,"['family', 'education', 'retirement', 'travel', 'vehicle']"
CUST_792282,Crystal Harrison,(783)324-8286,Miami,Florida,33101,35,nonbinary,single,0,bachelor,manager,employed,47398,703,car,4429.44,True,none,394,3.5,"['life', 'home']",Low,['vehicle']
CUST_352673,Laura Dean,749-923-9779x00160,San Jose,California,95101,46,female,married,3,bachelor,freelancer,self-employed,66428,847,car,5323.57,False,none,295,8.0,"['home', 'life']",Low,"['education', 'family', 'maternity']"
CUST_859782,Barbara Schneider,+1-304-358-7617x01812,Seattle,Washington,98101,39,nonbinary,single,0,bachelor,manager,self-employed,57296,688,home,4481.0,True,bike,204,3.6,['home'],Medium,"['travel', 'vehicle']"
CUST_116078,Christopher Williams,2554545233,Seattle,Washington,98101,23,female,single,0,high_school,sales trainee,employed,49539,718,multiple,4527.91,False,none,386,2.6,['auto'],Medium,['education']
CUST_621433,Christopher Anderson,001-913-377-7788x367,New York,New York,10001,67,male,widowed,2,phd,consultant,retired,59610,697,personal,4409.4,False,none,382,3.6,"['home', 'life']",High,"['retirement', 'travel', 'family']"
CUST_973844,Christina Williams,732.909.3053x1417,Dallas,Texas,75201,71,nonbinary,married,2,master,consultant,retired,40507,629,multiple,3356.1,False,none,174,0.7,"['auto', 'health']",Low,"['retirement', 'education', 'family']"
CUST_532424,Mariah Harding,(725)899-5262x18832,New York,New York,10002,55,nonbinary,widowed,2,master,doctor,self-employed,60200,768,car,5552.91,True,none,379,5.1,['health'],Low,"['family', 'vehicle']"
CUST_400614,Michelle Fowler,(600)826-2864,New York,New York,10003,34,male,married,1,master,engineer,self-employed,33961,745,multiple,2594.59,False,none,349,0.6,"['health', 'home']",High,['family']
CUST_414546,Andrea Smith DVM,001-518-337-7373x5898,Minneapolis,Minnesota,55419,72,nonbinary,divorced,1,bachelor,retired,retired,54366,747,home,5059.9,True,bike,281,3.0,"['health', 'life']",Medium,"['family', 'maternity', 'education', 'retirement', 'vehicle']"
CUST_340927,Mr. Tony Rodriguez,750.848.0987x4611,Miami,Florida,33101,61,nonbinary,widowed,1,master,shop owner,retired,44718,645,none,3503.58,True,none,187,1.3,"['auto', 'home']",Low,"['retirement', 'family', 'vehicle']"
CUST_809922,Allen Avila,001-892-328-5676,New York,New York,10003,56,female,married,1,master,salesperson,employed,63508,784,car,4336.84,True,car,400,1.9,"['health', 'life']",Low,"['family', 'vehicle']"
CUST_614435,Kathryn Ferguson,+1-734-943-6834,San Jose,California,95110,44,nonbinary,married,3,bachelor,salesperson,self-employed,33519,615,home,3195.81,False,none,274,6.2,"['auto', 'health']",High,"['education', 'family']"
CUST_566339,Mr. Donald Andersen II,945-583-2536x433,New York,New York,10002,55,female,married,3,master,freelancer,employed,78715,735,none,5626.41,True,car,294,7.3,['home'],Medium,"['vehicle', 'education', 'family', 'maternity']"
